Sample_ID,Diet,Net_pen,gapdh_Cq,gapdh_PE,rnapo2_Cq,rnapo2_PE,hprt1_Cq,hprt1_PE,actb_Cq,actb_PE,Target,Target_PE,Target_Cq,Target_Cq_error,Target_func,Comments
47,IM,104,17.93,1.90 ,24.05,1.80 ,22.51,2.00 ,14.42,1.86,fabp2b,2.00 ,18.72,0.01,lipid_metabolism,
48,IM,104,17.8,1.90 ,24.08,1.80 ,22.4,2.00 ,14.49,1.86,fabp2b,2.00 ,18.06,0.02,lipid_metabolism,
49,IM,105,18.33,1.90 ,23.96,1.80 ,21.88,2.00 ,14.79,1.86,fabp2b,2.00 ,18.88,0.09,lipid_metabolism,
50,IM,105,18.34,1.90 ,24.11,1.80 ,22.5,2.00 ,14.81,1.86,fabp2b,2.00 ,18.76,0.06,lipid_metabolism,
51,IM,105,18.24,1.90 ,24.02,1.80 ,22.29,2.00 ,15.02,1.86,fabp2b,2.00 ,19.01,0.08,lipid_metabolism,
52,IM,105,18.18,1.90 ,23.91,1.80 ,21.88,2.00 ,14.89,1.86,fabp2b,2.00 ,19.3,0.04,lipid_metabolism,
53,IM,105,17.79,1.90 ,23.77,1.80 ,22.16,2.00 ,14.45,1.86,fabp2b,2.00 ,18.94,0.06,lipid_metabolism,
54,IM,105,18.12,1.90 ,23.87,1.80 ,22.28,2.00 ,14.75,1.86,fabp2b,2.00 ,19.56,0.05,lipid_metabolism,
55,REF,106,17.86,1.90 ,23.74,1.80 ,22.11,2.00 ,14.4,1.86,fabp2b,2.00 ,19.06,0.06,lipid_metabolism,
56,REF,106,18.05,1.90 ,24.06,1.80 ,22.38,2.00 ,14.65,1.86,fabp2b,2.00 ,18.83,0.01,lipid_metabolism,
57,REF,106,17.79,1.90 ,24.04,1.80 ,22.11,2.00 ,14.69,1.86,fabp2b,2.00 ,18.9,0.06,lipid_metabolism,
58,REF,106,18.08,1.90 ,23.76,1.80 ,22.18,2.00 ,14.63,1.86,fabp2b,2.00 ,18.88,0.07,lipid_metabolism,
59,REF,106,17.9,1.90 ,23.81,1.80 ,22.13,2.00 ,14.48,1.86,fabp2b,2.00 ,19.26,0.02,lipid_metabolism,
60,REF,106,17.87,1.90 ,24.17,1.80 ,22.60,2.00 ,14.65,1.86,fabp2b,2.00 ,18.72,0.01,lipid_metabolism,
7,IM,110,18.73,1.90 ,24.68,1.80 ,23.11,2.00 ,15.32,1.86,cldn15,2.02,19.91,0.04,barrier_function,
8,IM,110,18.22,1.90 ,23.58,1.80 ,21.72,2.00 ,14.65,1.86,cldn15,2.02,19.53,0.01,barrier_function,
9,IM,110,18.26,1.90 ,24.2,1.80 ,22.45,2.00 ,14.98,1.86,cldn15,2.02,19.49,0.01,barrier_function,
10,IM,110,18.12,1.90 ,23.58,1.80 ,21.59,2.00 ,14.43,1.86,cldn15,2.02,19.11,0.03,barrier_function,
11,IM,110,18.24,1.90 ,24.13,1.80 ,22.18,2.00 ,14.85,1.86,cldn15,2.02,19.46,0.12,barrier_function,
12,IM,110,18.07,1.90 ,23.81,1.80 ,21.94,2.00 ,14.75,1.86,cldn15,2.02,19.24,0.04,barrier_function,
13,REF,111,18.24,1.90 ,23.91,1.80 ,22.08,2.00 ,14.9,1.86,cldn15,2.02,19.47,0.09,barrier_function,
14,REF,111,18.14,1.90 ,23.75,1.80 ,22.13,2.00 ,14.74,1.86,cldn15,2.02,19.47,0.05,barrier_function,
15,REF,111,18.29,1.90 ,24.02,1.80 ,22.19,2.00 ,15.09,1.86,cldn15,2.02,20.13,0.01,barrier_function,
16,REF,111,18.07,1.90 ,24.14,1.80 ,22.49,2.00 ,14.8,1.86,cldn15,2.02,19.5,0.02,barrier_function,
17,REF,111,18.25,1.90 ,24.25,1.80 ,22.37,2.00 ,14.92,1.86,cldn15,2.02,20.05,0,barrier_function,
18,REF,111,18.45,1.90 ,24.13,1.80 ,22.64,2.00 ,15,1.86,cldn15,2.02,19.9,0.01,barrier_function,
25,REF,101,18.44,1.90 ,24.06,1.80 ,22.43,2.00 ,14.94,1.86,cldn15,2.02,20.02,0.04,barrier_function,
26,REF,101,18.01,1.90 ,23.66,1.80 ,21.64,2.00 ,14.45,1.86,cldn15,2.02,19.81,0.01,barrier_function,
27,REF,101,18.13,1.90 ,23.82,1.80 ,22,2.00 ,14.79,1.86,cldn15,2.02,19.71,0.06,barrier_function,
28,REF,101,17.98,1.90 ,23.89,1.80 ,22.22,2.00 ,14.7,1.86,cldn15,2.02,19.82,0.08,barrier_function,
29,REF,101,17.97,1.90 ,23.9,1.80 ,22.14,2.00 ,14.57,1.86,cldn15,2.02,19.9,0.04,barrier_function,
30,REF,101,17.9,1.90 ,23.92,1.80 ,22.4,2.00 ,14.5,1.86,cldn15,2.02,19.54,0.07,barrier_function,
43,IM,104,18.2,1.90 ,24.09,1.80 ,22.47,2.00 ,14.88,1.86,cldn15,2.02,19.71,0.2,barrier_function,
44,IM,104,18.19,1.90 ,23.73,1.80 ,21.86,2.00 ,14.75,1.86,cldn15,2.02,19.53,0.01,barrier_function,
45,IM,104,17.79,1.90 ,23.77,1.80 ,22.37,2.00 ,14.59,1.86,cldn15,2.02,19.3,0.08,barrier_function,
46,IM,104,17.92,1.90 ,23.91,1.80 ,21.95,2.00 ,14.51,1.86,cldn15,2.02,19.49,0.04,barrier_function,
47,IM,104,17.93,1.90 ,24.05,1.80 ,22.51,2.00 ,14.42,1.86,cldn15,2.02,19.43,0.05,barrier_function,
48,IM,104,17.8,1.90 ,24.08,1.80 ,22.4,2.00 ,14.49,1.86,cldn15,2.02,19.66,0.14,barrier_function,
49,IM,105,18.33,1.90 ,23.96,1.80 ,21.88,2.00 ,14.79,1.86,cldn15,2.02,19.7,0.1,barrier_function,
50,IM,105,18.34,1.90 ,24.11,1.80 ,22.5,2.00 ,14.81,1.86,cldn15,2.02,19.92,0.01,barrier_function,
51,IM,105,18.24,1.90 ,24.02,1.80 ,22.29,2.00 ,15.02,1.86,cldn15,2.02,19.65,0.09,barrier_function,
52,IM,105,18.18,1.90 ,23.91,1.80 ,21.88,2.00 ,14.89,1.86,cldn15,2.02,19.54,0.01,barrier_function,
53,IM,105,17.79,1.90 ,23.77,1.80 ,22.16,2.00 ,14.45,1.86,cldn15,2.02,19.27,0,barrier_function,
54,IM,105,18.12,1.90 ,23.87,1.80 ,22.28,2.00 ,14.75,1.86,cldn15,2.02,19.38,0.02,barrier_function,
55,REF,106,17.86,1.90 ,23.74,1.80 ,22.11,2.00 ,14.4,1.86,cldn15,2.02,19.7,0.16,barrier_function,
56,REF,106,18.05,1.90 ,24.06,1.80 ,22.38,2.00 ,14.65,1.86,cldn15,2.02,20.1,0.01,barrier_function,
57,REF,106,17.79,1.90 ,24.04,1.80 ,22.11,2.00 ,14.69,1.86,cldn15,2.02,19.86,0.16,barrier_function,
58,REF,106,18.08,1.90 ,23.76,1.80 ,22.18,2.00 ,14.63,1.86,cldn15,2.02,20,0.01,barrier_function,
59,REF,106,17.9,1.90 ,23.81,1.80 ,22.13,2.00 ,14.48,1.86,cldn15,2.02,19.38,0.01,barrier_function,
60,REF,106,17.87,1.90 ,24.17,1.80 ,22.60,2.00 ,14.65,1.86,cldn15,2.02,20.03,0,barrier_function,
7,IM,110,18.73,1.90 ,24.68,1.80 ,23.11,2.00 ,15.32,1.86,cldn25b,1.98,22.61,0.04,barrier_function,
8,IM,110,18.22,1.90 ,23.58,1.80 ,21.72,2.00 ,14.65,1.86,cldn25b,1.98,21.76,0.01,barrier_function,
9,IM,110,18.26,1.90 ,24.2,1.80 ,22.45,2.00 ,14.98,1.86,cldn25b,1.98,22,0.03,barrier_function,
10,IM,110,18.12,1.90 ,23.58,1.80 ,21.59,2.00 ,14.43,1.86,cldn25b,1.98,21.62,0.06,barrier_function,
11,IM,110,18.24,1.90 ,24.13,1.80 ,22.18,2.00 ,14.85,1.86,cldn25b,1.98,21.63,0.16,barrier_function,
12,IM,110,18.07,1.90 ,23.81,1.80 ,21.94,2.00 ,14.75,1.86,cldn25b,1.98,21.48,0.04,barrier_function,
13,REF,111,18.24,1.90 ,23.91,1.80 ,22.08,2.00 ,14.9,1.86,cldn25b,1.98,22.39,0.07,barrier_function,
14,REF,111,18.14,1.90 ,23.75,1.80 ,22.13,2.00 ,14.74,1.86,cldn25b,1.98,22.02,0.01,barrier_function,
15,REF,111,18.29,1.90 ,24.02,1.80 ,22.19,2.00 ,15.09,1.86,cldn25b,1.98,22.16,0.01,barrier_function,
16,REF,111,18.07,1.90 ,24.14,1.80 ,22.49,2.00 ,14.8,1.86,cldn25b,1.98,21.62,0,barrier_function,
17,REF,111,18.25,1.90 ,24.25,1.80 ,22.37,2.00 ,14.92,1.86,cldn25b,1.98,22.73,0.04,barrier_function,
18,REF,111,18.45,1.90 ,24.13,1.80 ,22.64,2.00 ,15,1.86,cldn25b,1.98,22.35,0.04,barrier_function,
25,REF,101,18.44,1.90 ,24.06,1.80 ,22.43,2.00 ,14.94,1.86,cldn25b,1.98,22.37,0.01,barrier_function,
26,REF,101,18.01,1.90 ,23.66,1.80 ,21.64,2.00 ,14.45,1.86,cldn25b,1.98,21.96,0.01,barrier_function,
27,REF,101,18.13,1.90 ,23.82,1.80 ,22,2.00 ,14.79,1.86,cldn25b,1.98,21.84,0,barrier_function,
28,REF,101,17.98,1.90 ,23.89,1.80 ,22.22,2.00 ,14.7,1.86,cldn25b,1.98,22.03,0.02,barrier_function,
29,REF,101,17.97,1.90 ,23.9,1.80 ,22.14,2.00 ,14.57,1.86,cldn25b,1.98,22.51,0.06,barrier_function,
30,REF,101,17.9,1.90 ,23.92,1.80 ,22.4,2.00 ,14.5,1.86,cldn25b,1.98,22.22,0.06,barrier_function,
43,IM,104,18.2,1.90 ,24.09,1.80 ,22.47,2.00 ,14.88,1.86,cldn25b,1.98,22,0.14,barrier_function,
44,IM,104,18.19,1.90 ,23.73,1.80 ,21.86,2.00 ,14.75,1.86,cldn25b,1.98,21.75,0.08,barrier_function,
45,IM,104,17.79,1.90 ,23.77,1.80 ,22.37,2.00 ,14.59,1.86,cldn25b,1.98,22.35,0.02,barrier_function,
46,IM,104,17.92,1.90 ,23.91,1.80 ,21.95,2.00 ,14.51,1.86,cldn25b,1.98,21.54,0.04,barrier_function,
47,IM,104,17.93,1.90 ,24.05,1.80 ,22.51,2.00 ,14.42,1.86,cldn25b,1.98,22.16,0.13,barrier_function,
48,IM,104,17.8,1.90 ,24.08,1.80 ,22.4,2.00 ,14.49,1.86,cldn25b,1.98,21.97,0.23,barrier_function,
49,IM,105,18.33,1.90 ,23.96,1.80 ,21.88,2.00 ,14.79,1.86,cldn25b,1.98,22.08,0.13,barrier_function,
50,IM,105,18.34,1.90 ,24.11,1.80 ,22.5,2.00 ,14.81,1.86,cldn25b,1.98,22.2,0.04,barrier_function,
51,IM,105,18.24,1.90 ,24.02,1.80 ,22.29,2.00 ,15.02,1.86,cldn25b,1.98,22.32,0.01,barrier_function,
52,IM,105,18.18,1.90 ,23.91,1.80 ,21.88,2.00 ,14.89,1.86,cldn25b,1.98,21.46,0.04,barrier_function,
53,IM,105,17.79,1.90 ,23.77,1.80 ,22.16,2.00 ,14.45,1.86,cldn25b,1.98,21.09,0.05,barrier_function,
54,IM,105,18.12,1.90 ,23.87,1.80 ,22.28,2.00 ,14.75,1.86,cldn25b,1.98,21.26,0.14,barrier_function,
55,REF,106,17.86,1.90 ,23.74,1.80 ,22.11,2.00 ,14.4,1.86,cldn25b,1.98,22.49,0.1,barrier_function,
56,REF,106,18.05,1.90 ,24.06,1.80 ,22.38,2.00 ,14.65,1.86,cldn25b,1.98,22.09,0.04,barrier_function,
57,REF,106,17.79,1.90 ,24.04,1.80 ,22.11,2.00 ,14.69,1.86,cldn25b,1.98,22.15,0.13,barrier_function,
58,REF,106,18.08,1.90 ,23.76,1.80 ,22.18,2.00 ,14.63,1.86,cldn25b,1.98,22.46,0.05,barrier_function,
59,REF,106,17.9,1.90 ,23.81,1.80 ,22.13,2.00 ,14.48,1.86,cldn25b,1.98,21.71,0.03,barrier_function,
60,REF,106,17.87,1.90 ,24.17,1.80 ,22.60,2.00 ,14.65,1.86,cldn25b,1.98,21.93,0.01,barrier_function,
7,IM,110,18.73,1.90 ,24.68,1.80 ,23.11,2.00 ,15.32,1.86,zo1,1.93,22.2,0.03,barrier_function,
8,IM,110,18.22,1.90 ,23.58,1.80 ,21.72,2.00 ,14.65,1.86,zo1,1.93,21.86,0.01,barrier_function,
9,IM,110,18.26,1.90 ,24.2,1.80 ,22.45,2.00 ,14.98,1.86,zo1,1.93,21.48,0.06,barrier_function,
10,IM,110,18.12,1.90 ,23.58,1.80 ,21.59,2.00 ,14.43,1.86,zo1,1.93,21.38,0.04,barrier_function,
11,IM,110,18.24,1.90 ,24.13,1.80 ,22.18,2.00 ,14.85,1.86,zo1,1.93,21.78,0.01,barrier_function,
12,IM,110,18.07,1.90 ,23.81,1.80 ,21.94,2.00 ,14.75,1.86,zo1,1.93,21.3,0.11,barrier_function,
13,REF,111,18.24,1.90 ,23.91,1.80 ,22.08,2.00 ,14.9,1.86,zo1,1.93,21.55,0.01,barrier_function,
14,REF,111,18.14,1.90 ,23.75,1.80 ,22.13,2.00 ,14.74,1.86,zo1,1.93,21.46,0.01,barrier_function,
15,REF,111,18.29,1.90 ,24.02,1.80 ,22.19,2.00 ,15.09,1.86,zo1,1.93,21.96,0.01,barrier_function,
16,REF,111,18.07,1.90 ,24.14,1.80 ,22.49,2.00 ,14.8,1.86,zo1,1.93,21.46,0.03,barrier_function,
17,REF,111,18.25,1.90 ,24.25,1.80 ,22.37,2.00 ,14.92,1.86,zo1,1.93,21.77,0.06,barrier_function,
18,REF,111,18.45,1.90 ,24.13,1.80 ,22.64,2.00 ,15,1.86,zo1,1.93,21.86,0.03,barrier_function,
25,REF,101,18.44,1.90 ,24.06,1.80 ,22.43,2.00 ,14.94,1.86,zo1,1.93,21.83,0.02,barrier_function,
26,REF,101,18.01,1.90 ,23.66,1.80 ,21.64,2.00 ,14.45,1.86,zo1,1.93,21.54,0.01,barrier_function,
27,REF,101,18.13,1.90 ,23.82,1.80 ,22,2.00 ,14.79,1.86,zo1,1.93,21.77,0.04,barrier_function,
28,REF,101,17.98,1.90 ,23.89,1.80 ,22.22,2.00 ,14.7,1.86,zo1,1.93,21.6,0.05,barrier_function,
29,REF,101,17.97,1.90 ,23.9,1.80 ,22.14,2.00 ,14.57,1.86,zo1,1.93,21.52,0.08,barrier_function,
30,REF,101,17.9,1.90 ,23.92,1.80 ,22.4,2.00 ,14.5,1.86,zo1,1.93,21.58,0.06,barrier_function,
43,IM,104,18.2,1.90 ,24.09,1.80 ,22.47,2.00 ,14.88,1.86,zo1,1.93,21.85,0.09,barrier_function,
44,IM,104,18.19,1.90 ,23.73,1.80 ,21.86,2.00 ,14.75,1.86,zo1,1.93,21.73,0,barrier_function,
45,IM,104,17.79,1.90 ,23.77,1.80 ,22.37,2.00 ,14.59,1.86,zo1,1.93,21.39,0.05,barrier_function,
46,IM,104,17.92,1.90 ,23.91,1.80 ,21.95,2.00 ,14.51,1.86,zo1,1.93,21.53,0.03,barrier_function,
47,IM,104,17.93,1.90 ,24.05,1.80 ,22.51,2.00 ,14.42,1.86,zo1,1.93,21.61,0,barrier_function,
48,IM,104,17.8,1.90 ,24.08,1.80 ,22.4,2.00 ,14.49,1.86,zo1,1.93,21.54,0.02,barrier_function,
49,IM,105,18.33,1.90 ,23.96,1.80 ,21.88,2.00 ,14.79,1.86,zo1,1.93,21.72,0.14,barrier_function,
50,IM,105,18.34,1.90 ,24.11,1.80 ,22.5,2.00 ,14.81,1.86,zo1,1.93,21.83,0.03,barrier_function,
51,IM,105,18.24,1.90 ,24.02,1.80 ,22.29,2.00 ,15.02,1.86,zo1,1.93,22.03,0.12,barrier_function,
52,IM,105,18.18,1.90 ,23.91,1.80 ,21.88,2.00 ,14.89,1.86,zo1,1.93,21.84,0.04,barrier_function,
53,IM,105,17.79,1.90 ,23.77,1.80 ,22.16,2.00 ,14.45,1.86,zo1,1.93,21.56,0.02,barrier_function,
54,IM,105,18.12,1.90 ,23.87,1.80 ,22.28,2.00 ,14.75,1.86,zo1,1.93,21.66,0.02,barrier_function,
55,REF,106,17.86,1.90 ,23.74,1.80 ,22.11,2.00 ,14.4,1.86,zo1,1.93,21.54,0.03,barrier_function,
56,REF,106,18.05,1.90 ,24.06,1.80 ,22.38,2.00 ,14.65,1.86,zo1,1.93,21.96,0.01,barrier_function,
57,REF,106,17.79,1.90 ,24.04,1.80 ,22.11,2.00 ,14.69,1.86,zo1,1.93,21.75,0.01,barrier_function,
58,REF,106,18.08,1.90 ,23.76,1.80 ,22.18,2.00 ,14.63,1.86,zo1,1.93,21.58,0.04,barrier_function,
59,REF,106,17.9,1.90 ,23.81,1.80 ,22.13,2.00 ,14.48,1.86,zo1,1.93,21.12,0.01,barrier_function,
60,REF,106,17.87,1.90 ,24.17,1.80 ,22.60,2.00 ,14.65,1.86,zo1,1.93,21.66,0.07,barrier_function,
7,IM,110,18.73,1.90 ,24.68,1.80 ,23.11,2.00 ,15.32,1.86,cdh1,1.98,20.02,0.08,barrier_function,
8,IM,110,18.22,1.90 ,23.58,1.80 ,21.72,2.00 ,14.65,1.86,cdh1,1.98,19.12,0.04,barrier_function,
9,IM,110,18.26,1.90 ,24.2,1.80 ,22.45,2.00 ,14.98,1.86,cdh1,1.98,19.59,0.04,barrier_function,
10,IM,110,18.12,1.90 ,23.58,1.80 ,21.59,2.00 ,14.43,1.86,cdh1,1.98,19.02,0.01,barrier_function,
11,IM,110,18.24,1.90 ,24.13,1.80 ,22.18,2.00 ,14.85,1.86,cdh1,1.98,19.19,0.01,barrier_function,
12,IM,110,18.07,1.90 ,23.81,1.80 ,21.94,2.00 ,14.75,1.86,cdh1,1.98,18.99,0.04,barrier_function,
13,REF,111,18.24,1.90 ,23.91,1.80 ,22.08,2.00 ,14.9,1.86,cdh1,1.98,19.41,0.01,barrier_function,
14,REF,111,18.14,1.90 ,23.75,1.80 ,22.13,2.00 ,14.74,1.86,cdh1,1.98,19.2,0.01,barrier_function,
15,REF,111,18.29,1.90 ,24.02,1.80 ,22.19,2.00 ,15.09,1.86,cdh1,1.98,19.55,0.02,barrier_function,
16,REF,111,18.07,1.90 ,24.14,1.80 ,22.49,2.00 ,14.8,1.86,cdh1,1.98,19.11,0.02,barrier_function,
17,REF,111,18.25,1.90 ,24.25,1.80 ,22.37,2.00 ,14.92,1.86,cdh1,1.98,19.5,0.02,barrier_function,
18,REF,111,18.45,1.90 ,24.13,1.80 ,22.64,2.00 ,15,1.86,cdh1,1.98,19.52,0.03,barrier_function,
25,REF,101,18.44,1.90 ,24.06,1.80 ,22.43,2.00 ,14.94,1.86,cdh1,1.98,19.51,0,barrier_function,
26,REF,101,18.01,1.90 ,23.66,1.80 ,21.64,2.00 ,14.45,1.86,cdh1,1.98,18.89,0.01,barrier_function,
27,REF,101,18.13,1.90 ,23.82,1.80 ,22,2.00 ,14.79,1.86,cdh1,1.98,19.12,0.06,barrier_function,
28,REF,101,17.98,1.90 ,23.89,1.80 ,22.22,2.00 ,14.7,1.86,cdh1,1.98,19.05,0.03,barrier_function,
29,REF,101,17.97,1.90 ,23.9,1.80 ,22.14,2.00 ,14.57,1.86,cdh1,1.98,19.05,0.04,barrier_function,
30,REF,101,17.9,1.90 ,23.92,1.80 ,22.4,2.00 ,14.5,1.86,cdh1,1.98,18.96,0.06,barrier_function,
43,IM,104,18.2,1.90 ,24.09,1.80 ,22.47,2.00 ,14.88,1.86,cdh1,1.98,19.33,0.15,barrier_function,
44,IM,104,18.19,1.90 ,23.73,1.80 ,21.86,2.00 ,14.75,1.86,cdh1,1.98,18.96,0.02,barrier_function,
45,IM,104,17.79,1.90 ,23.77,1.80 ,22.37,2.00 ,14.59,1.86,cdh1,1.98,19.02,0.06,barrier_function,
46,IM,104,17.92,1.90 ,23.91,1.80 ,21.95,2.00 ,14.51,1.86,cdh1,1.98,18.85,0.01,barrier_function,
47,IM,104,17.93,1.90 ,24.05,1.80 ,22.51,2.00 ,14.42,1.86,cdh1,1.98,19.32,0.04,barrier_function,
48,IM,104,17.8,1.90 ,24.08,1.80 ,22.4,2.00 ,14.49,1.86,cdh1,1.98,18.99,0.02,barrier_function,
49,IM,105,18.33,1.90 ,23.96,1.80 ,21.88,2.00 ,14.79,1.86,cdh1,1.98,19.29,0.06,barrier_function,
50,IM,105,18.34,1.90 ,24.11,1.80 ,22.5,2.00 ,14.81,1.86,cdh1,1.98,19.3,0.01,barrier_function,
51,IM,105,18.24,1.90 ,24.02,1.80 ,22.29,2.00 ,15.02,1.86,cdh1,1.98,19.38,0.03,barrier_function,
52,IM,105,18.18,1.90 ,23.91,1.80 ,21.88,2.00 ,14.89,1.86,cdh1,1.98,19.21,0.05,barrier_function,
53,IM,105,17.79,1.90 ,23.77,1.80 ,22.16,2.00 ,14.45,1.86,cdh1,1.98,18.58,0.01,barrier_function,
54,IM,105,18.12,1.90 ,23.87,1.80 ,22.28,2.00 ,14.75,1.86,cdh1,1.98,18.95,0.01,barrier_function,
55,REF,106,17.86,1.90 ,23.74,1.80 ,22.11,2.00 ,14.4,1.86,cdh1,1.98,19.01,0.06,barrier_function,
56,REF,106,18.05,1.90 ,24.06,1.80 ,22.38,2.00 ,14.65,1.86,cdh1,1.98,19.11,0.04,barrier_function,
57,REF,106,17.79,1.90 ,24.04,1.80 ,22.11,2.00 ,14.69,1.86,cdh1,1.98,19.14,0.04,barrier_function,
58,REF,106,18.08,1.90 ,23.76,1.80 ,22.18,2.00 ,14.63,1.86,cdh1,1.98,19.07,0.03,barrier_function,
59,REF,106,17.9,1.90 ,23.81,1.80 ,22.13,2.00 ,14.48,1.86,cdh1,1.98,18.89,0.01,barrier_function,
60,REF,106,17.87,1.90 ,24.17,1.80 ,22.60,2.00 ,14.65,1.86,cdh1,1.98,18.9,0,barrier_function,
7,IM,110,18.73,1.90 ,24.68,1.80 ,23.11,2.00 ,15.32,1.86,muc2,2.00 ,18.91,0.01,barrier_function,
8,IM,110,18.22,1.90 ,23.58,1.80 ,21.72,2.00 ,14.65,1.86,muc2,2.00 ,18.43,0.07,barrier_function,
9,IM,110,18.26,1.90 ,24.2,1.80 ,22.45,2.00 ,14.98,1.86,muc2,2.00 ,19,0.01,barrier_function,
10,IM,110,18.12,1.90 ,23.58,1.80 ,21.59,2.00 ,14.43,1.86,muc2,2.00 ,19,0.03,barrier_function,
11,IM,110,18.24,1.90 ,24.13,1.80 ,22.18,2.00 ,14.85,1.86,muc2,2.00 ,18.65,0.07,barrier_function,
12,IM,110,18.07,1.90 ,23.81,1.80 ,21.94,2.00 ,14.75,1.86,muc2,2.00 ,18.29,0.01,barrier_function,
13,REF,111,18.24,1.90 ,23.91,1.80 ,22.08,2.00 ,14.9,1.86,muc2,2.00 ,18.87,0.06,barrier_function,
14,REF,111,18.14,1.90 ,23.75,1.80 ,22.13,2.00 ,14.74,1.86,muc2,2.00 ,18.72,0.03,barrier_function,
15,REF,111,18.29,1.90 ,24.02,1.80 ,22.19,2.00 ,15.09,1.86,muc2,2.00 ,18.58,0.08,barrier_function,
16,REF,111,18.07,1.90 ,24.14,1.80 ,22.49,2.00 ,14.8,1.86,muc2,2.00 ,17.97,0.01,barrier_function,
17,REF,111,18.25,1.90 ,24.25,1.80 ,22.37,2.00 ,14.92,1.86,muc2,2.00 ,18.61,0.03,barrier_function,
18,REF,111,18.45,1.90 ,24.13,1.80 ,22.64,2.00 ,15,1.86,muc2,2.00 ,18.49,0.04,barrier_function,
25,REF,101,18.44,1.90 ,24.06,1.80 ,22.43,2.00 ,14.94,1.86,muc2,2.00 ,18.78,0.11,barrier_function,
26,REF,101,18.01,1.90 ,23.66,1.80 ,21.64,2.00 ,14.45,1.86,muc2,2.00 ,18.12,0.05,barrier_function,
27,REF,101,18.13,1.90 ,23.82,1.80 ,22,2.00 ,14.79,1.86,muc2,2.00 ,18.64,0.12,barrier_function,
28,REF,101,17.98,1.90 ,23.89,1.80 ,22.22,2.00 ,14.7,1.86,muc2,2.00 ,17.82,0.06,barrier_function,
29,REF,101,17.97,1.90 ,23.9,1.80 ,22.14,2.00 ,14.57,1.86,muc2,2.00 ,18.26,0.06,barrier_function,
30,REF,101,17.9,1.90 ,23.92,1.80 ,22.4,2.00 ,14.5,1.86,muc2,2.00 ,18.43,0.07,barrier_function,
43,IM,104,18.2,1.90 ,24.09,1.80 ,22.47,2.00 ,14.88,1.86,muc2,2.00 ,18.51,0.23,barrier_function,
44,IM,104,18.19,1.90 ,23.73,1.80 ,21.86,2.00 ,14.75,1.86,muc2,2.00 ,18.47,0.02,barrier_function,
45,IM,104,17.79,1.90 ,23.77,1.80 ,22.37,2.00 ,14.59,1.86,muc2,2.00 ,18.37,0.11,barrier_function,
46,IM,104,17.92,1.90 ,23.91,1.80 ,21.95,2.00 ,14.51,1.86,muc2,2.00 ,18.5,0.01,barrier_function,
47,IM,104,17.93,1.90 ,24.05,1.80 ,22.51,2.00 ,14.42,1.86,muc2,2.00 ,18.61,0.01,barrier_function,
48,IM,104,17.8,1.90 ,24.08,1.80 ,22.4,2.00 ,14.49,1.86,muc2,2.00 ,18.54,0.17,barrier_function,
49,IM,105,18.33,1.90 ,23.96,1.80 ,21.88,2.00 ,14.79,1.86,muc2,2.00 ,18.53,0.14,barrier_function,
50,IM,105,18.34,1.90 ,24.11,1.80 ,22.5,2.00 ,14.81,1.86,muc2,2.00 ,18.62,0.01,barrier_function,
51,IM,105,18.24,1.90 ,24.02,1.80 ,22.29,2.00 ,15.02,1.86,muc2,2.00 ,18.77,0.08,barrier_function,
52,IM,105,18.18,1.90 ,23.91,1.80 ,21.88,2.00 ,14.89,1.86,muc2,2.00 ,18.74,0.02,barrier_function,
53,IM,105,17.79,1.90 ,23.77,1.80 ,22.16,2.00 ,14.45,1.86,muc2,2.00 ,18.24,0.03,barrier_function,
54,IM,105,18.12,1.90 ,23.87,1.80 ,22.28,2.00 ,14.75,1.86,muc2,2.00 ,18.42,0.01,barrier_function,
55,REF,106,17.86,1.90 ,23.74,1.80 ,22.11,2.00 ,14.4,1.86,muc2,2.00 ,18.15,0.06,barrier_function,
56,REF,106,18.05,1.90 ,24.06,1.80 ,22.38,2.00 ,14.65,1.86,muc2,2.00 ,18.71,0.01,barrier_function,
57,REF,106,17.79,1.90 ,24.04,1.80 ,22.11,2.00 ,14.69,1.86,muc2,2.00 ,18.83,0.04,barrier_function,
58,REF,106,18.08,1.90 ,23.76,1.80 ,22.18,2.00 ,14.63,1.86,muc2,2.00 ,18.49,0.04,barrier_function,
59,REF,106,17.9,1.90 ,23.81,1.80 ,22.13,2.00 ,14.48,1.86,muc2,2.00 ,18.22,0.02,barrier_function,
60,REF,106,17.87,1.90 ,24.17,1.80 ,22.60,2.00 ,14.65,1.86,muc2,2.00 ,18.07,0.11,barrier_function,
7,IM,110,18.73,1.90 ,24.68,1.80 ,23.11,2.00 ,15.32,1.86,aqp8ab,2.00 ,18.83,0.06,barrier_function,
8,IM,110,18.22,1.90 ,23.58,1.80 ,21.72,2.00 ,14.65,1.86,aqp8ab,2.00 ,18.48,0.04,barrier_function,
9,IM,110,18.26,1.90 ,24.2,1.80 ,22.45,2.00 ,14.98,1.86,aqp8ab,2.00 ,18.19,0.01,barrier_function,
10,IM,110,18.12,1.90 ,23.58,1.80 ,21.59,2.00 ,14.43,1.86,aqp8ab,2.00 ,18.35,0.05,barrier_function,
11,IM,110,18.24,1.90 ,24.13,1.80 ,22.18,2.00 ,14.85,1.86,aqp8ab,2.00 ,18.77,0.03,barrier_function,
