Sample_ID,Diet,Net_pen,gapdh_Cq,gapdh_PE,rnapo2_Cq,rnapo2_PE,hprt1_Cq,hprt1_PE,actb_Cq,actb_PE,Target,Target_PE,Target_Cq,Target_Cq_error,Target_func,Comments
51,IM,105,18.24,1.90 ,24.02,1.80 ,22.29,2.00 ,15.02,1.86,mhcI,2.00 ,22.27,0.12,immune_modulation,
52,IM,105,18.18,1.90 ,23.91,1.80 ,21.88,2.00 ,14.89,1.86,mhcI,2.00 ,21.38,0.04,immune_modulation,
53,IM,105,17.79,1.90 ,23.77,1.80 ,22.16,2.00 ,14.45,1.86,mhcI,2.00 ,19.82,0.01,immune_modulation,
54,IM,105,18.12,1.90 ,23.87,1.80 ,22.28,2.00 ,14.75,1.86,mhcI,2.00 ,20.83,0.07,immune_modulation,
55,REF,106,17.86,1.90 ,23.74,1.80 ,22.11,2.00 ,14.4,1.86,mhcI,2.00 ,20.39,0.16,immune_modulation,
56,REF,106,18.05,1.90 ,24.06,1.80 ,22.38,2.00 ,14.65,1.86,mhcI,2.00 ,20.97,0,immune_modulation,
57,REF,106,17.79,1.90 ,24.04,1.80 ,22.11,2.00 ,14.69,1.86,mhcI,2.00 ,20.64,0.01,immune_modulation,
58,REF,106,18.08,1.90 ,23.76,1.80 ,22.18,2.00 ,14.63,1.86,mhcI,2.00 ,19.79,0.04,immune_modulation,
59,REF,106,17.9,1.90 ,23.81,1.80 ,22.13,2.00 ,14.48,1.86,mhcI,2.00 ,20.85,0.03,immune_modulation,
60,REF,106,17.87,1.90 ,24.17,1.80 ,22.60,2.00 ,14.65,1.86,mhcI,2.00 ,20.07,0.04,immune_modulation,
7,IM,110,18.73,1.90 ,24.68,1.80 ,23.11,2.00 ,15.32,1.86,il17a,2.00 ,27.21,0.03,immune_modulation,
8,IM,110,18.22,1.90 ,23.58,1.80 ,21.72,2.00 ,14.65,1.86,il17a,2.00 ,26.63,0,immune_modulation,
9,IM,110,18.26,1.90 ,24.2,1.80 ,22.45,2.00 ,14.98,1.86,il17a,2.00 ,27.08,0.01,immune_modulation,
10,IM,110,18.12,1.90 ,23.58,1.80 ,21.59,2.00 ,14.43,1.86,il17a,2.00 ,26.95,0.04,immune_modulation,
11,IM,110,18.24,1.90 ,24.13,1.80 ,22.18,2.00 ,14.85,1.86,il17a,2.00 ,26.16,0.01,immune_modulation,
12,IM,110,18.07,1.90 ,23.81,1.80 ,21.94,2.00 ,14.75,1.86,il17a,2.00 ,25.97,0.04,immune_modulation,
13,REF,111,18.24,1.90 ,23.91,1.80 ,22.08,2.00 ,14.9,1.86,il17a,2.00 ,26.96,0.01,immune_modulation,
14,REF,111,18.14,1.90 ,23.75,1.80 ,22.13,2.00 ,14.74,1.86,il17a,2.00 ,27.07,0.08,immune_modulation,
15,REF,111,18.29,1.90 ,24.02,1.80 ,22.19,2.00 ,15.09,1.86,il17a,2.00 ,27.08,0.01,immune_modulation,
16,REF,111,18.07,1.90 ,24.14,1.80 ,22.49,2.00 ,14.8,1.86,il17a,2.00 ,26.66,0.01,immune_modulation,
17,REF,111,18.25,1.90 ,24.25,1.80 ,22.37,2.00 ,14.92,1.86,il17a,2.00 ,27.04,0.08,immune_modulation,
18,REF,111,18.45,1.90 ,24.13,1.80 ,22.64,2.00 ,15,1.86,il17a,2.00 ,26.91,0.06,immune_modulation,
25,REF,101,18.44,1.90 ,24.06,1.80 ,22.43,2.00 ,14.94,1.86,il17a,2.00 ,27.11,0.03,immune_modulation,
26,REF,101,18.01,1.90 ,23.66,1.80 ,21.64,2.00 ,14.45,1.86,il17a,2.00 ,26.99,0.03,immune_modulation,
27,REF,101,18.13,1.90 ,23.82,1.80 ,22,2.00 ,14.79,1.86,il17a,2.00 ,27.05,0.03,immune_modulation,
28,REF,101,17.98,1.90 ,23.89,1.80 ,22.22,2.00 ,14.7,1.86,il17a,2.00 ,27.08,0.01,immune_modulation,
29,REF,101,17.97,1.90 ,23.9,1.80 ,22.14,2.00 ,14.57,1.86,il17a,2.00 ,27.22,0.01,immune_modulation,
30,REF,101,17.9,1.90 ,23.92,1.80 ,22.4,2.00 ,14.5,1.86,il17a,2.00 ,27.28,0.08,immune_modulation,
43,IM,104,18.2,1.90 ,24.09,1.80 ,22.47,2.00 ,14.88,1.86,il17a,2.00 ,26.65,0.08,immune_modulation,
44,IM,104,18.19,1.90 ,23.73,1.80 ,21.86,2.00 ,14.75,1.86,il17a,2.00 ,26.62,0.06,immune_modulation,
45,IM,104,17.79,1.90 ,23.77,1.80 ,22.37,2.00 ,14.59,1.86,il17a,2.00 ,26.91,0.06,immune_modulation,
46,IM,104,17.92,1.90 ,23.91,1.80 ,21.95,2.00 ,14.51,1.86,il17a,2.00 ,26.71,0.05,immune_modulation,
47,IM,104,17.93,1.90 ,24.05,1.80 ,22.51,2.00 ,14.42,1.86,il17a,2.00 ,27,0.04,immune_modulation,
48,IM,104,17.8,1.90 ,24.08,1.80 ,22.4,2.00 ,14.49,1.86,il17a,2.00 ,27.15,0.01,immune_modulation,
49,IM,105,18.33,1.90 ,23.96,1.80 ,21.88,2.00 ,14.79,1.86,il17a,2.00 ,26.86,0.02,immune_modulation,
50,IM,105,18.34,1.90 ,24.11,1.80 ,22.5,2.00 ,14.81,1.86,il17a,2.00 ,27.07,0.05,immune_modulation,
51,IM,105,18.24,1.90 ,24.02,1.80 ,22.29,2.00 ,15.02,1.86,il17a,2.00 ,26.66,0.04,immune_modulation,
52,IM,105,18.18,1.90 ,23.91,1.80 ,21.88,2.00 ,14.89,1.86,il17a,2.00 ,25.45,0.01,immune_modulation,
53,IM,105,17.79,1.90 ,23.77,1.80 ,22.16,2.00 ,14.45,1.86,il17a,2.00 ,25.87,0.01,immune_modulation,
54,IM,105,18.12,1.90 ,23.87,1.80 ,22.28,2.00 ,14.75,1.86,il17a,2.00 ,26.07,0.01,immune_modulation,
55,REF,106,17.86,1.90 ,23.74,1.80 ,22.11,2.00 ,14.4,1.86,il17a,2.00 ,27.13,0.05,immune_modulation,
56,REF,106,18.05,1.90 ,24.06,1.80 ,22.38,2.00 ,14.65,1.86,il17a,2.00 ,27.02,0.01,immune_modulation,
57,REF,106,17.79,1.90 ,24.04,1.80 ,22.11,2.00 ,14.69,1.86,il17a,2.00 ,26.61,0.04,immune_modulation,
58,REF,106,18.08,1.90 ,23.76,1.80 ,22.18,2.00 ,14.63,1.86,il17a,2.00 ,26.83,0.06,immune_modulation,
59,REF,106,17.9,1.90 ,23.81,1.80 ,22.13,2.00 ,14.48,1.86,il17a,2.00 ,27.08,0.01,immune_modulation,
60,REF,106,17.87,1.90 ,24.17,1.80 ,22.60,2.00 ,14.65,1.86,il17a,2.00 ,27.18,0.11,immune_modulation,
7,IM,110,18.73,1.90 ,24.68,1.80 ,23.11,2.00 ,15.32,1.86,foxp3,2.01,30.75,0.01,immune_modulation,
8,IM,110,18.22,1.90 ,23.58,1.80 ,21.72,2.00 ,14.65,1.86,foxp3,2.01,30.17,0.29,immune_modulation,
9,IM,110,18.26,1.90 ,24.2,1.80 ,22.45,2.00 ,14.98,1.86,foxp3,2.01,30.39,0.24,immune_modulation,
10,IM,110,18.12,1.90 ,23.58,1.80 ,21.59,2.00 ,14.43,1.86,foxp3,2.01,29.53,0.04,immune_modulation,
11,IM,110,18.24,1.90 ,24.13,1.80 ,22.18,2.00 ,14.85,1.86,foxp3,2.01,30.46,0.16,immune_modulation,
12,IM,110,18.07,1.90 ,23.81,1.80 ,21.94,2.00 ,14.75,1.86,foxp3,2.01,31.79,0.35,immune_modulation,
13,REF,111,18.24,1.90 ,23.91,1.80 ,22.08,2.00 ,14.9,1.86,foxp3,2.01,29.66,0.16,immune_modulation,
14,REF,111,18.14,1.90 ,23.75,1.80 ,22.13,2.00 ,14.74,1.86,foxp3,2.01,29.83,0.13,immune_modulation,
15,REF,111,18.29,1.90 ,24.02,1.80 ,22.19,2.00 ,15.09,1.86,foxp3,2.01,31.2,0.19,immune_modulation,
16,REF,111,18.07,1.90 ,24.14,1.80 ,22.49,2.00 ,14.8,1.86,foxp3,2.01,30.37,0.2,immune_modulation,
17,REF,111,18.25,1.90 ,24.25,1.80 ,22.37,2.00 ,14.92,1.86,foxp3,2.01,31.09,0.09,immune_modulation,
18,REF,111,18.45,1.90 ,24.13,1.80 ,22.64,2.00 ,15,1.86,foxp3,2.01,30.01,0.09,immune_modulation,
25,REF,101,18.44,1.90 ,24.06,1.80 ,22.43,2.00 ,14.94,1.86,foxp3,2.01,30.44,0.11,immune_modulation,
26,REF,101,18.01,1.90 ,23.66,1.80 ,21.64,2.00 ,14.45,1.86,foxp3,2.01,30.26,0.09,immune_modulation,
27,REF,101,18.13,1.90 ,23.82,1.80 ,22,2.00 ,14.79,1.86,foxp3,2.01,30.86,0,immune_modulation,
28,REF,101,17.98,1.90 ,23.89,1.80 ,22.22,2.00 ,14.7,1.86,foxp3,2.01,31.38,0.18,immune_modulation,
29,REF,101,17.97,1.90 ,23.9,1.80 ,22.14,2.00 ,14.57,1.86,foxp3,2.01,29.54,0.06,immune_modulation,
30,REF,101,17.9,1.90 ,23.92,1.80 ,22.4,2.00 ,14.5,1.86,foxp3,2.01,30.14,0.32,immune_modulation,
43,IM,104,18.2,1.90 ,24.09,1.80 ,22.47,2.00 ,14.88,1.86,foxp3,2.01,31.71,0.15,immune_modulation,
44,IM,104,18.19,1.90 ,23.73,1.80 ,21.86,2.00 ,14.75,1.86,foxp3,2.01,30.42,0.19,immune_modulation,
45,IM,104,17.79,1.90 ,23.77,1.80 ,22.37,2.00 ,14.59,1.86,foxp3,2.01,30.47,0.03,immune_modulation,
46,IM,104,17.92,1.90 ,23.91,1.80 ,21.95,2.00 ,14.51,1.86,foxp3,2.01,30.18,0.23,immune_modulation,
47,IM,104,17.93,1.90 ,24.05,1.80 ,22.51,2.00 ,14.42,1.86,foxp3,2.01,30.97,0.13,immune_modulation,
48,IM,104,17.8,1.90 ,24.08,1.80 ,22.4,2.00 ,14.49,1.86,foxp3,2.01,30.79,0.16,immune_modulation,
49,IM,105,18.33,1.90 ,23.96,1.80 ,21.88,2.00 ,14.79,1.86,foxp3,2.01,30.18,0.01,immune_modulation,
50,IM,105,18.34,1.90 ,24.11,1.80 ,22.5,2.00 ,14.81,1.86,foxp3,2.01,31.38,0.06,immune_modulation,
51,IM,105,18.24,1.90 ,24.02,1.80 ,22.29,2.00 ,15.02,1.86,foxp3,2.01,31.46,0.01,immune_modulation,
52,IM,105,18.18,1.90 ,23.91,1.80 ,21.88,2.00 ,14.89,1.86,foxp3,2.01,30.03,0.06,immune_modulation,
53,IM,105,17.79,1.90 ,23.77,1.80 ,22.16,2.00 ,14.45,1.86,foxp3,2.01,30.29,0.18,immune_modulation,
54,IM,105,18.12,1.90 ,23.87,1.80 ,22.28,2.00 ,14.75,1.86,foxp3,2.01,30.31,0.19,immune_modulation,
55,REF,106,17.86,1.90 ,23.74,1.80 ,22.11,2.00 ,14.4,1.86,foxp3,2.01,29.6,0.09,immune_modulation,
56,REF,106,18.05,1.90 ,24.06,1.80 ,22.38,2.00 ,14.65,1.86,foxp3,2.01,31.81,0.02,immune_modulation,
57,REF,106,17.79,1.90 ,24.04,1.80 ,22.11,2.00 ,14.69,1.86,foxp3,2.01,30.97,0.17,immune_modulation,
58,REF,106,18.08,1.90 ,23.76,1.80 ,22.18,2.00 ,14.63,1.86,foxp3,2.01,29.98,0.04,immune_modulation,
59,REF,106,17.9,1.90 ,23.81,1.80 ,22.13,2.00 ,14.48,1.86,foxp3,2.01,29.71,0.02,immune_modulation,
60,REF,106,17.87,1.90 ,24.17,1.80 ,22.60,2.00 ,14.65,1.86,foxp3,2.01,29.93,0.04,immune_modulation,
7,IM,110,18.73,1.90 ,24.68,1.80 ,23.11,2.00 ,15.32,1.86,il10,1.80 ,29.09,0.16,immune_modulation,
8,IM,110,18.22,1.90 ,23.58,1.80 ,21.72,2.00 ,14.65,1.86,il10,1.80 ,28.82,0.08,immune_modulation,
9,IM,110,18.26,1.90 ,24.2,1.80 ,22.45,2.00 ,14.98,1.86,il10,1.80 ,31.19,0.06,immune_modulation,
10,IM,110,18.12,1.90 ,23.58,1.80 ,21.59,2.00 ,14.43,1.86,il10,1.80 ,28.05,0.11,immune_modulation,
11,IM,110,18.24,1.90 ,24.13,1.80 ,22.18,2.00 ,14.85,1.86,il10,1.80 ,30.14,0.01,immune_modulation,
12,IM,110,18.07,1.90 ,23.81,1.80 ,21.94,2.00 ,14.75,1.86,il10,1.80 ,29.05,0.01,immune_modulation,
13,REF,111,18.24,1.90 ,23.91,1.80 ,22.08,2.00 ,14.9,1.86,il10,1.80 ,30.7,0.04,immune_modulation,
14,REF,111,18.14,1.90 ,23.75,1.80 ,22.13,2.00 ,14.74,1.86,il10,1.80 ,28.92,0.03,immune_modulation,
15,REF,111,18.29,1.90 ,24.02,1.80 ,22.19,2.00 ,15.09,1.86,il10,1.80 ,31.36,0.34,immune_modulation,
16,REF,111,18.07,1.90 ,24.14,1.80 ,22.49,2.00 ,14.8,1.86,il10,1.80 ,30.67,0.3,immune_modulation,
17,REF,111,18.25,1.90 ,24.25,1.80 ,22.37,2.00 ,14.92,1.86,il10,1.80 ,31.01,0.24,immune_modulation,
18,REF,111,18.45,1.90 ,24.13,1.80 ,22.64,2.00 ,15,1.86,il10,1.80 ,30.37,0.08,immune_modulation,
25,REF,101,18.44,1.90 ,24.06,1.80 ,22.43,2.00 ,14.94,1.86,il10,1.80 ,30.29,0.16,immune_modulation,
26,REF,101,18.01,1.90 ,23.66,1.80 ,21.64,2.00 ,14.45,1.86,il10,1.80 ,30.2,0.03,immune_modulation,
27,REF,101,18.13,1.90 ,23.82,1.80 ,22,2.00 ,14.79,1.86,il10,1.80 ,30.56,0.05,immune_modulation,
28,REF,101,17.98,1.90 ,23.89,1.80 ,22.22,2.00 ,14.7,1.86,il10,1.80 ,30.49,0.26,immune_modulation,
29,REF,101,17.97,1.90 ,23.9,1.80 ,22.14,2.00 ,14.57,1.86,il10,1.80 ,31.77,0.21,immune_modulation,
30,REF,101,17.9,1.90 ,23.92,1.80 ,22.4,2.00 ,14.5,1.86,il10,1.80 ,30.07,0.33,immune_modulation,
43,IM,104,18.2,1.90 ,24.09,1.80 ,22.47,2.00 ,14.88,1.86,il10,1.80 ,31.42,0.26,immune_modulation,
44,IM,104,18.19,1.90 ,23.73,1.80 ,21.86,2.00 ,14.75,1.86,il10,1.80 ,28.89,0.17,immune_modulation,
45,IM,104,17.79,1.90 ,23.77,1.80 ,22.37,2.00 ,14.59,1.86,il10,1.80 ,31.68,0.35,immune_modulation,
46,IM,104,17.92,1.90 ,23.91,1.80 ,21.95,2.00 ,14.51,1.86,il10,1.80 ,31.13,0.05,immune_modulation,
47,IM,104,17.93,1.90 ,24.05,1.80 ,22.51,2.00 ,14.42,1.86,il10,1.80 ,31.04,0.14,immune_modulation,
48,IM,104,17.8,1.90 ,24.08,1.80 ,22.4,2.00 ,14.49,1.86,il10,1.80 ,31.47,0.11,immune_modulation,
49,IM,105,18.33,1.90 ,23.96,1.80 ,21.88,2.00 ,14.79,1.86,il10,1.80 ,30.89,0.33,immune_modulation,
50,IM,105,18.34,1.90 ,24.11,1.80 ,22.5,2.00 ,14.81,1.86,il10,1.80 ,30.56,0.1,immune_modulation,
51,IM,105,18.24,1.90 ,24.02,1.80 ,22.29,2.00 ,15.02,1.86,il10,1.80 ,31.22,0.07,immune_modulation,
52,IM,105,18.18,1.90 ,23.91,1.80 ,21.88,2.00 ,14.89,1.86,il10,1.80 ,29.67,0.08,immune_modulation,
53,IM,105,17.79,1.90 ,23.77,1.80 ,22.16,2.00 ,14.45,1.86,il10,1.80 ,30.64,0.09,immune_modulation,
54,IM,105,18.12,1.90 ,23.87,1.80 ,22.28,2.00 ,14.75,1.86,il10,1.80 ,28.93,0.08,immune_modulation,
55,REF,106,17.86,1.90 ,23.74,1.80 ,22.11,2.00 ,14.4,1.86,il10,1.80 ,31.02,0.12,immune_modulation,
56,REF,106,18.05,1.90 ,24.06,1.80 ,22.38,2.00 ,14.65,1.86,il10,1.80 ,31.96,0.37,immune_modulation,
57,REF,106,17.79,1.90 ,24.04,1.80 ,22.11,2.00 ,14.69,1.86,il10,1.80 ,30.91,0.16,immune_modulation,
58,REF,106,18.08,1.90 ,23.76,1.80 ,22.18,2.00 ,14.63,1.86,il10,1.80 ,31.88,0.28,immune_modulation,
59,REF,106,17.9,1.90 ,23.81,1.80 ,22.13,2.00 ,14.48,1.86,il10,1.80 ,30.94,0.16,immune_modulation,
60,REF,106,17.87,1.90 ,24.17,1.80 ,22.60,2.00 ,14.65,1.86,il10,1.80 ,30.47,0.09,immune_modulation,
7,IM,110,18.73,1.90 ,24.68,1.80 ,23.11,2.00 ,15.32,1.86,il4,2.02,27.49,0.06,immune_modulation,
8,IM,110,18.22,1.90 ,23.58,1.80 ,21.72,2.00 ,14.65,1.86,il4,2.02,27.55,0.14,immune_modulation,
9,IM,110,18.26,1.90 ,24.2,1.80 ,22.45,2.00 ,14.98,1.86,il4,2.02,28.84,0.17,immune_modulation,
10,IM,110,18.12,1.90 ,23.58,1.80 ,21.59,2.00 ,14.43,1.86,il4,2.02,28.91,0.25,immune_modulation,
11,IM,110,18.24,1.90 ,24.13,1.80 ,22.18,2.00 ,14.85,1.86,il4,2.02,27.33,0.08,immune_modulation,
12,IM,110,18.07,1.90 ,23.81,1.80 ,21.94,2.00 ,14.75,1.86,il4,2.02,26.63,0.15,immune_modulation,
13,REF,111,18.24,1.90 ,23.91,1.80 ,22.08,2.00 ,14.9,1.86,il4,2.02,28.24,0.13,immune_modulation,
14,REF,111,18.14,1.90 ,23.75,1.80 ,22.13,2.00 ,14.74,1.86,il4,2.02,28.34,0.21,immune_modulation,
15,REF,111,18.29,1.90 ,24.02,1.80 ,22.19,2.00 ,15.09,1.86,il4,2.02,27.91,0.28,immune_modulation,
16,REF,111,18.07,1.90 ,24.14,1.80 ,22.49,2.00 ,14.8,1.86,il4,2.02,28.78,0.18,immune_modulation,
17,REF,111,18.25,1.90 ,24.25,1.80 ,22.37,2.00 ,14.92,1.86,il4,2.02,28.75,0.01,immune_modulation,
18,REF,111,18.45,1.90 ,24.13,1.80 ,22.64,2.00 ,15,1.86,il4,2.02,28.62,0.03,immune_modulation,
25,REF,101,18.44,1.90 ,24.06,1.80 ,22.43,2.00 ,14.94,1.86,il4,2.02,28.14,0.1,immune_modulation,
26,REF,101,18.01,1.90 ,23.66,1.80 ,21.64,2.00 ,14.45,1.86,il4,2.02,28.81,0.09,immune_modulation,
27,REF,101,18.13,1.90 ,23.82,1.80 ,22,2.00 ,14.79,1.86,il4,2.02,27.43,0.09,immune_modulation,
28,REF,101,17.98,1.90 ,23.89,1.80 ,22.22,2.00 ,14.7,1.86,il4,2.02,27.59,0.3,immune_modulation,
29,REF,101,17.97,1.90 ,23.9,1.80 ,22.14,2.00 ,14.57,1.86,il4,2.02,29.31,0.07,immune_modulation,
30,REF,101,17.9,1.90 ,23.92,1.80 ,22.4,2.00 ,14.5,1.86,il4,2.02,28.51,0.01,immune_modulation,
43,IM,104,18.2,1.90 ,24.09,1.80 ,22.47,2.00 ,14.88,1.86,il4,2.02,28.28,0.11,immune_modulation,
44,IM,104,18.19,1.90 ,23.73,1.80 ,21.86,2.00 ,14.75,1.86,il4,2.02,28.22,0.15,immune_modulation,
45,IM,104,17.79,1.90 ,23.77,1.80 ,22.37,2.00 ,14.59,1.86,il4,2.02,28.83,0.09,immune_modulation,
46,IM,104,17.92,1.90 ,23.91,1.80 ,21.95,2.00 ,14.51,1.86,il4,2.02,28.36,0.08,immune_modulation,
47,IM,104,17.93,1.90 ,24.05,1.80 ,22.51,2.00 ,14.42,1.86,il4,2.02,28.16,0.05,immune_modulation,
48,IM,104,17.8,1.90 ,24.08,1.80 ,22.4,2.00 ,14.49,1.86,il4,2.02,28.16,0.11,immune_modulation,
49,IM,105,18.33,1.90 ,23.96,1.80 ,21.88,2.00 ,14.79,1.86,il4,2.02,27.68,3.3,immune_modulation,27.68_32.34
50,IM,105,18.34,1.90 ,24.11,1.80 ,22.5,2.00 ,14.81,1.86,il4,2.02,28.42,0.35,immune_modulation,
51,IM,105,18.24,1.90 ,24.02,1.80 ,22.29,2.00 ,15.02,1.86,il4,2.02,27.75,0.16,immune_modulation,
52,IM,105,18.18,1.90 ,23.91,1.80 ,21.88,2.00 ,14.89,1.86,il4,2.02,27.96,0.26,immune_modulation,
53,IM,105,17.79,1.90 ,23.77,1.80 ,22.16,2.00 ,14.45,1.86,il4,2.02,27.73,0.1,immune_modulation,
54,IM,105,18.12,1.90 ,23.87,1.80 ,22.28,2.00 ,14.75,1.86,il4,2.02,27.25,0,immune_modulation,
55,REF,106,17.86,1.90 ,23.74,1.80 ,22.11,2.00 ,14.4,1.86,il4,2.02,28.44,0.03,immune_modulation,
56,REF,106,18.05,1.90 ,24.06,1.80 ,22.38,2.00 ,14.65,1.86,il4,2.02,28.46,0.18,immune_modulation,
57,REF,106,17.79,1.90 ,24.04,1.80 ,22.11,2.00 ,14.69,1.86,il4,2.02,28.96,0.2,immune_modulation,
58,REF,106,18.08,1.90 ,23.76,1.80 ,22.18,2.00 ,14.63,1.86,il4,2.02,28.65,0.27,immune_modulation,
59,REF,106,17.9,1.90 ,23.81,1.80 ,22.13,2.00 ,14.48,1.86,il4,2.02,28.44,0.06,immune_modulation,
60,REF,106,17.87,1.90 ,24.17,1.80 ,22.60,2.00 ,14.65,1.86,il4,2.02,28.6,0.13,immune_modulation,
7,IM,110,18.73,1.90 ,24.68,1.80 ,23.11,2.00 ,15.32,1.86,tgfβ1,1.90 ,26.41,0.01,immune_modulation,
8,IM,110,18.22,1.90 ,23.58,1.80 ,21.72,2.00 ,14.65,1.86,tgfβ1,1.90 ,25.72,0.09,immune_modulation,
9,IM,110,18.26,1.90 ,24.2,1.80 ,22.45,2.00 ,14.98,1.86,tgfβ1,1.90 ,26.29,0.07,immune_modulation,
10,IM,110,18.12,1.90 ,23.58,1.80 ,21.59,2.00 ,14.43,1.86,tgfβ1,1.90 ,24.88,0.06,immune_modulation,
11,IM,110,18.24,1.90 ,24.13,1.80 ,22.18,2.00 ,14.85,1.86,tgfβ1,1.90 ,26.1,0.02,immune_modulation,
12,IM,110,18.07,1.90 ,23.81,1.80 ,21.94,2.00 ,14.75,1.86,tgfβ1,1.90 ,25.83,0.01,immune_modulation,
13,REF,111,18.24,1.90 ,23.91,1.80 ,22.08,2.00 ,14.9,1.86,tgfβ1,1.90 ,26.01,0.06,immune_modulation,
14,REF,111,18.14,1.90 ,23.75,1.80 ,22.13,2.00 ,14.74,1.86,tgfβ1,1.90 ,25.94,0.14,immune_modulation,
15,REF,111,18.29,1.90 ,24.02,1.80 ,22.19,2.00 ,15.09,1.86,tgfβ1,1.90 ,26.88,0.18,immune_modulation,
16,REF,111,18.07,1.90 ,24.14,1.80 ,22.49,2.00 ,14.8,1.86,tgfβ1,1.90 ,26.29,0.09,immune_modulation,
17,REF,111,18.25,1.90 ,24.25,1.80 ,22.37,2.00 ,14.92,1.86,tgfβ1,1.90 ,25.97,0.13,immune_modulation,
18,REF,111,18.45,1.90 ,24.13,1.80 ,22.64,2.00 ,15,1.86,tgfβ1,1.90 ,26.32,0.05,immune_modulation,
25,REF,101,18.44,1.90 ,24.06,1.80 ,22.43,2.00 ,14.94,1.86,tgfβ1,1.90 ,25.83,0.04,immune_modulation,
26,REF,101,18.01,1.90 ,23.66,1.80 ,21.64,2.00 ,14.45,1.86,tgfβ1,1.90 ,26.07,0.01,immune_modulation,
27,REF,101,18.13,1.90 ,23.82,1.80 ,22,2.00 ,14.79,1.86,tgfβ1,1.90 ,26.58,0.07,immune_modulation,
28,REF,101,17.98,1.90 ,23.89,1.80 ,22.22,2.00 ,14.7,1.86,tgfβ1,1.90 ,26.07,0.17,immune_modulation,
29,REF,101,17.97,1.90 ,23.9,1.80 ,22.14,2.00 ,14.57,1.86,tgfβ1,1.90 ,26.09,0.16,immune_modulation,
30,REF,101,17.9,1.90 ,23.92,1.80 ,22.4,2.00 ,14.5,1.86,tgfβ1,1.90 ,26.12,0.09,immune_modulation,
43,IM,104,18.2,1.90 ,24.09,1.80 ,22.47,2.00 ,14.88,1.86,tgfβ1,1.90 ,26.39,0.02,immune_modulation,
44,IM,104,18.19,1.90 ,23.73,1.80 ,21.86,2.00 ,14.75,1.86,tgfβ1,1.90 ,25.97,0.06,immune_modulation,
45,IM,104,17.79,1.90 ,23.77,1.80 ,22.37,2.00 ,14.59,1.86,tgfβ1,1.90 ,26.36,0.04,immune_modulation,
46,IM,104,17.92,1.90 ,23.91,1.80 ,21.95,2.00 ,14.51,1.86,tgfβ1,1.90 ,26.38,0.03,immune_modulation,
47,IM,104,17.93,1.90 ,24.05,1.80 ,22.51,2.00 ,14.42,1.86,tgfβ1,1.90 ,26.3,0.12,immune_modulation,
48,IM,104,17.8,1.90 ,24.08,1.80 ,22.4,2.00 ,14.49,1.86,tgfβ1,1.90 ,26.17,0.02,immune_modulation,
49,IM,105,18.33,1.90 ,23.96,1.80 ,21.88,2.00 ,14.79,1.86,tgfβ1,1.90 ,26.03,0.03,immune_modulation,
50,IM,105,18.34,1.90 ,24.11,1.80 ,22.5,2.00 ,14.81,1.86,tgfβ1,1.90 ,26.25,0.01,immune_modulation,
51,IM,105,18.24,1.90 ,24.02,1.80 ,22.29,2.00 ,15.02,1.86,tgfβ1,1.90 ,26.66,0.01,immune_modulation,
52,IM,105,18.18,1.90 ,23.91,1.80 ,21.88,2.00 ,14.89,1.86,tgfβ1,1.90 ,25.76,0.15,immune_modulation,
53,IM,105,17.79,1.90 ,23.77,1.80 ,22.16,2.00 ,14.45,1.86,tgfβ1,1.90 ,25.76,0.06,immune_modulation,
54,IM,105,18.12,1.90 ,23.87,1.80 ,22.28,2.00 ,14.75,1.86,tgfβ1,1.90 ,25.83,0.19,immune_modulation,
55,REF,106,17.86,1.90 ,23.74,1.80 ,22.11,2.00 ,14.4,1.86,tgfβ1,1.90 ,26.26,0.03,immune_modulation,
56,REF,106,18.05,1.90 ,24.06,1.80 ,22.38,2.00 ,14.65,1.86,tgfβ1,1.90 ,27.14,0.11,immune_modulation,
57,REF,106,17.79,1.90 ,24.04,1.80 ,22.11,2.00 ,14.69,1.86,tgfβ1,1.90 ,26.59,0.1,immune_modulation,
58,REF,106,18.08,1.90 ,23.76,1.80 ,22.18,2.00 ,14.63,1.86,tgfβ1,1.90 ,26.27,0.13,immune_modulation,
59,REF,106,17.9,1.90 ,23.81,1.80 ,22.13,2.00 ,14.48,1.86,tgfβ1,1.90 ,25.99,0.11,immune_modulation,
60,REF,106,17.87,1.90 ,24.17,1.80 ,22.60,2.00 ,14.65,1.86,tgfβ1,1.90 ,25.81,0.08,immune_modulation,
7,IM,110,18.73,1.90 ,24.68,1.80 ,23.11,2.00 ,15.32,1.86,plin2,2.00 ,21.42,0.03,lipid_metabolism,
8,IM,110,18.22,1.90 ,23.58,1.80 ,21.72,2.00 ,14.65,1.86,plin2,2.00 ,18.51,0,lipid_metabolism,
9,IM,110,18.26,1.90 ,24.2,1.80 ,22.45,2.00 ,14.98,1.86,plin2,2.00 ,20.53,0.03,lipid_metabolism,
10,IM,110,18.12,1.90 ,23.58,1.80 ,21.59,2.00 ,14.43,1.86,plin2,2.00 ,19.13,0.04,lipid_metabolism,
11,IM,110,18.24,1.90 ,24.13,1.80 ,22.18,2.00 ,14.85,1.86,plin2,2.00 ,20.63,0.01,lipid_metabolism,
12,IM,110,18.07,1.90 ,23.81,1.80 ,21.94,2.00 ,14.75,1.86,plin2,2.00 ,19.74,0.06,lipid_metabolism,
